index,expression,tag,correction,Erreur,correction_finale
108,ukraine,GPE,,,GPE
108,vladimir putin,PERSON,,,PERSON
108,starmer,PERSON,,,PERSON
108,ukraine,GPE,,,GPE
108,russian,NORP,,,NORP
108,france,GPE,,,GPE
108,germany,GPE,,,GPE
108,russian,NORP,,,NORP
108,russia,GPE,,,GPE
108,western ally,LOC,NULL,,NULL
108,ukrainian,NORP,,,NORP
108,moscow,GPE,,,GPE
108,ukraine,GPE,,,GPE
108,russian,NORP,,,NORP
108,ukraine,GPE,,,GPE
108,russian,NORP,,,NORP
108,the energy grid,FAC,,,FAC
108,ukrainian,NORP,,,NORP
108,shahedtype,PRODUCT,NULL,,NULL
108,russia,GPE,,,GPE
108,the ukraine air force,ORG,,,ORG
108,ukrainian,NORP,,,NORP
108,russia,GPE,,,GPE
108,ukraine,GPE,,,GPE
108,harriette boucher,PERSON,,,PERSON
108,ukraine,GPE,,,GPE
108,svitlana hrynchuk,PERSON,,,PERSON
108,russia,GPE,,,GPE
108,facebook,ORG,,,ORG
108,ukraine,GPE,,,GPE
108,russia,GPE,,,GPE
108,ukraine,GPE,,,GPE
108,putin,NORP,PERSON,,PERSON
108,shweta,PERSON,,,PERSON
108,ukraines,NORP,GPE,,GPE
108,russia,GPE,,,GPE
108,russian,NORP,,,NORP
108,russias,NORP,GPE,,GPE
108,11247,PRODUCT,NULL,,NULL
108,23345,PRODUCT,NULL,,NULL
108,63847,PRODUCT,NULL,,NULL
108,33568,PRODUCT,NULL,,NULL
108,1518,PRODUCT,NULL,,NULL
108,1225,PRODUCT,NULL,,NULL
108,427,PRODUCT,NULL,,NULL
108,346,PRODUCT,NULL,,NULL
108,68766 drone,PRODUCT,,,PRODUCT
108,russia,GPE,,,GPE
108,kyiv,GPE,,,GPE
108,sharma,GPE,,,GPE
108,zelensky,PERSON,,,PERSON
108,harriette boucher,PERSON,,,PERSON
108,ukraine,GPE,,,GPE
108,volodymyr zelensky,PERSON,,,PERSON
108,ukraine,GPE,,,GPE
108,russia,GPE,,,GPE
108,ukraine,GPE,,,GPE
108,10,PRODUCT,,,PRODUCT
108,us,GPE,,,GPE
108,russian,NORP,,,NORP
108,728,PRODUCT,,,PRODUCT
108,shweta,GPE,,,GPE
108,ukraine,GPE,,,GPE
108,russian,NORP,,,NORP
108,kyiv,LOC,GPE,,GPE
108,ukraine,GPE,,,GPE
108,russian,NORP,,,NORP
108,russian,NORP,,,NORP
108,chernihiv,GPE,,,GPE
108,kyiv,GPE,,,GPE
108,dnipro,LOC,,,LOC
108,liuba,PERSON,,,PERSON
108,dtek,ORG,,,ORG
108,kyiv,GPE,,,GPE
108,capital,GPE,,,GPE
108,dnipropetrovsk,GPE,,,GPE
108,the southeast ukraines,LOC,NULL,,NULL
108,kyiv,GPE,,,GPE
108,ukrainian,NORP,,,NORP
108,russianoccupie region,LOC,NULL,,NULL
108,sharma,GPE,,,GPE
108,ukrainian,NORP,,,NORP
108,russianoccupied,NORP,NULL,,NULL
108,kyivs,ORG,GPE,,GPE
108,volodymyr zelenskiys,PERSON,,,PERSON
108,andriy yermak,PERSON,,,PERSON
108,russia,GPE,,,GPE
108,russianoccupie area,GPE,NULL,,NULL
108,ukraine,GPE,,,GPE
108,yermak,PERSON,,,PERSON
108,russian,NORP,,,NORP
108,russiainstalled authority,ORG,NULL,,NULL
108,russian,NORP,,,NORP
108,occupy area,LOC,NULL,,NULL
108,ukrainian,NORP,,,NORP
108,ukraine,GPE,,,GPE
108,russia,GPE,,,GPE
108,russia,GPE,,,GPE
108,belarus,GPE,,,GPE
108,yale school of public health,ORG,,,ORG
108,russia,GPE,,,GPE
108,ukraine,GPE,,,GPE
108,russia,GPE,,,GPE
108,gaza,GPE,,,GPE
108,zelensky,PERSON,,,PERSON
108,harriette boucher,PERSON,,,PERSON
108,ukraine,GPE,,,GPE
108,volodymyr zelensky,PERSON,,,PERSON
108,russian,NORP,,,NORP
108,vladimir putin,PERSON,,,PERSON
108,gaza,GPE,,,GPE
108,russia,GPE,,,GPE
108,ukraine,GPE,,,GPE
108,putin,PERSON,,,PERSON
108,postsoviet union organisation,ORG,,,ORG
108,430,PERSON,NULL,,NULL
108,harriette boucher,PERSON,,,PERSON
108,russian,NORP,,,NORP
108,vladimir putin,PERSON,,,PERSON
108,the commonwealth of independent state cis,ORG,,,ORG
108,eurasian,NORP,,,NORP
108,soviet,NORP,,,NORP
108,dushanbe,GPE,,,GPE
108,tajikistan,GPE,,,GPE
108,armenia belarus,GPE,,,GPE
108,kazakhstan,GPE,,,GPE
108,uzbekistan,GPE,,,GPE
108,kremlin,ORG,FAC,,FAC
108,putin,PERSON,,,PERSON
108,russia,GPE,,,GPE
108,azerbaijan airlines,ORG,,,ORG
108,kazakhstan,GPE,,,GPE
108,russian,NORP,,,NORP
108,ukraine,GPE,,,GPE
108,harriette boucher,PERSON,,,PERSON
108,130,PERSON,NULL,,NULL
108,harriette boucher,PERSON,,,PERSON
108,ukraine,GPE,,,GPE
108,dutch,NORP,,,NORP
108,ruben brekelman,PERSON,,,PERSON
108,ukraine,GPE,,,GPE
108,volodymyr zelensky,PERSON,,,PERSON
108,the netherlands,GPE,,,GPE
108,ukraine,GPE,,,GPE
108,zelensky,PERSON,,,PERSON
108,coalition of the willing,ORG,,,ORG
108,harriette boucher,PERSON,,,PERSON
108,ukraine,GPE,,,GPE
108,volodymyr zelensky,PERSON,,,PERSON
108,the coalition of the willing,ORG,,,ORG
108,russia,GPE,,,GPE
108,ukraine,GPE,,,GPE
108,the coalition of the willing,ORG,,,ORG
108,the uk france,GPE,,,GPE
108,germany,GPE,,,GPE
108,italy,GPE,,,GPE
108,australia canada,GPE,,,GPE
108,japan,GPE,,,GPE
108,ukraine,GPE,,,GPE
108,russia,GPE,,,GPE
108,zelenksy,PERSON,,,PERSON
108,2300,PERSON,NULL,,NULL
108,harriette boucher,PERSON,,,PERSON
108,russia,GPE,,,GPE
108,ukraine energy system,ORG,,,ORG
108,ukraine,GPE,,,GPE
108,volodymyr zelensky,PERSON,,,PERSON
108,kyiv,GPE,,,GPE
108,russian,NORP,,,NORP
108,zelensky,PERSON,,,PERSON
108,starmer,PERSON,,,PERSON
108,harriette boucher,PERSON,,,PERSON
108,ukraine,GPE,,,GPE
108,volodymyr zelensky,PERSON,,,PERSON
108,keir starmer,PERSON,,,PERSON
108,uks,GPE,,,GPE
108,ukraine,GPE,,,GPE
108,six nato,ORG,,,ORG
108,netherlands denmark,GPE,,,GPE
108,norway,GPE,,,GPE
108,sweden,GPE,,,GPE
108,germany,GPE,,,GPE
108,canada,GPE,,,GPE
108,eu,ORG,,,ORG
108,ukraine,GPE,,,GPE
108,daniel keane,PERSON,,,PERSON
108,eu,ORG,,,ORG
108,ukraine,GPE,,,GPE
108,european,NORP,,,NORP
108,valdis dombrovskis,PERSON,,,PERSON
108,the european commission,ORG,,,ORG
108,russian,NORP,,,NORP
108,ukraine,GPE,,,GPE
108,ukraine,GPE,,,GPE
108,russia,GPE,,,GPE
108,the threeandahalfyear war,EVENT,NULL,,NULL
108,eu finance,ORG,,,ORG
108,dombrovskis,PERSON,,,PERSON
108,italys giancarlo giorgetti,PERSON,,,PERSON
108,melania trump,PERSON,,,PERSON
108,putin,PERSON,,,PERSON
108,daniel keane poland,PERSON,,,PERSON
108,russia,GPE,,,GPE
108,ukraine,GPE,,,GPE
108,1900   daniel,PERSON,NULL,,NULL
108,keane poland,GPE,NULL,,NULL
108,ukraine,GPE,,,GPE
108,lng,FAC,PRODUCT,,PRODUCT
108,russia,GPE,,,GPE
108,polish,NORP,,,NORP
108,radoslaw sikorski,PERSON,,,PERSON
108,russian,NORP,,,NORP
108,kyiv,GPE,,,GPE
108,ukraine,GPE,,,GPE
108,lviv,GPE,,,GPE
108,sikorski,PERSON,,,PERSON
108,poland,GPE,,,GPE
108,eastern,NORP,NULL,,NULL
108,ukraine,GPE,,,GPE
108,poland,GPE,,,GPE
108,lng terminal,FAC,,,FAC
108,swinoujscie,GPE,,,GPE
108,poland,GPE,,,GPE
108,russia,GPE,,,GPE
108,ukraine,GPE,,,GPE
108,zelensky,PERSON,,,PERSON
108,ecb,ORG,,,ORG
108,daniel keane,PERSON,,,PERSON
108,ukraine,GPE,,,GPE
108,volodymyr zelensky,PERSON,,,PERSON
108,european,NORP,,,NORP
108,central bank,ORG,,,ORG
108,christine lagarde,PERSON,,,PERSON
108,russian,NORP,,,NORP
108,ukraine,GPE,,,GPE
108,russias,NORP,,,NORP
108,ukraine,GPE,,,GPE
108,zelensky,PERSON,,,PERSON
108,zelensky,PERSON,,,PERSON
108,russian,NORP,,,NORP
108,ukraine,GPE,,,GPE
108,russian,NORP,,,NORP
108,ukraine,GPE,,,GPE
108,russian,NORP,,,NORP
108,daniel keane,PERSON,,,PERSON
108,russian,NORP,,,NORP
108,ukraine energy system,ORG,,,ORG
108,local authority,ORG,,,ORG
108,kyiv,GPE,,,GPE
108,ukrainian,NORP,,,NORP
108,dtek,ORG,,,ORG
108,kyiv,GPE,,,GPE
108,russian,NORP,,,NORP
108,daniel keane melania trump,PERSON,,,PERSON
108,putin,GPE,PERSON,,PERSON
108,ukrainian,NORP,,,NORP
108,1644,PERSON,NULL,,NULL
108,daniel keane,PERSON,,,PERSON
108,ukrainian,NORP,,,NORP
108,russia,GPE,,,GPE
108,ukraine,GPE,,,GPE
108,melania trump,PERSON,,,PERSON
108,russian,NORP,,,NORP
108,ms trump,PERSON,,,PERSON
108,slovenia,GPE,,,GPE
108,yugoslavia,GPE,,,GPE
108,the white house,FAC,,,FAC
108,russian,NORP,,,NORP
108,vladimir putin,PERSON,,,PERSON
108,russia,GPE,,,GPE
108,russian,NORP,,,NORP
108,ukraine,GPE,,,GPE
108,melania trump,PERSON,,,PERSON
108,putin,PERSON,,,PERSON
108,ukraine,GPE,,,GPE
108,poland,GPE,,,GPE
108,russia,GPE,,,GPE
108,1630,PERSON,NULL,,NULL
108,daniel keane,PERSON,,,PERSON
108,poland,GPE,,,GPE
108,russia,GPE,,,GPE
108,digital affair,ORG,NULL,,NULL
108,reuter,PERSON,ORG,,ORG
108,russian,NORP,,,NORP
108,krzysztof gawkowski,PERSON,,,PERSON
108,poland,GPE,,,GPE
108,trump,PERSON,,,PERSON
108,laggard spain,PERSON,NULL,,NULL
108,nato,ORG,,,ORG
108,daniel keane,PERSON,,,PERSON
108,us,GPE,,,GPE
108,donald trump,PERSON,,,PERSON
108,spain,GPE,,,GPE
108,the nato alliance,ORG,,,ORG
108,the usbacked security pact,ORG,,,ORG
108,trump,PERSON,,,PERSON
108,european,NORP,,,NORP
108,spanish,NORP,,,NORP
108,pedro sanchez,PERSON,,,PERSON
108,trump,PERSON,,,PERSON
108,laggard spain,PERSON,NULL,,NULL
108,nato putin,ORG,NULL,,NULL
108,russia,GPE,,,GPE
108,weapon of deterrence,PRODUCT,NULL,,NULL
108,daniel keane,PERSON,,,PERSON
108,russian,NORP,,,NORP
108,vladimir putin,PERSON,,,PERSON
108,reuters putin,PERSON,NULL,,NULL
108,us,GPE,,,GPE
108,russia,GPE,,,GPE
108,russia,GPE,,,GPE
108,us,GPE,,,GPE
108,russian,NORP,,,NORP
108,brovary,GPE,,,GPE
108,kyiv,GPE,,,GPE
108,taz ali,PERSON,,,PERSON
108,hungarys orban,GPE,NULL,,NULL
108,ukraine,GPE,,,GPE
108,taz,PERSON,,,PERSON
108,ali,PERSON,,,PERSON
108,hungarian,NORP,,,NORP
108,viktor orban,PERSON,,,PERSON
108,ukrainian,NORP,,,NORP
108,hungarian,NORP,,,NORP
108,ukrainian,NORP,,,NORP
108,the ukrainian intelligence service,ORG,,,ORG
108,hungary,GPE,,,GPE
108,proukrainian,NORP,,,NORP
108,tisza party,ORG,,,ORG
108,russians,NORP,,,NORP
108,ukrainian,NORP,,,NORP
108,orban europe,PERSON,NULL,,NULL
108,prorussian,NORP,NULL,,NULL
108,ukraine,GPE,,,GPE
108,some opposition party,ORG,NULL,,NULL
108,hungary,GPE,,,GPE
108,taz ali,PERSON,,,PERSON
108,the longplanne steadfast noon exercise,EVENT,,,EVENT
108,europe,LOC,,,LOC
108,russia,GPE,,,GPE
108,nato,GPE,ORG,,ORG
108,russias,NORP,GPE,,GPE
108,ukraine,GPE,,,GPE
108,zelensky,PERSON,,,PERSON
108,taz,PERSON,,,PERSON
108,ukrainian,NORP,,,NORP
108,volodymyr zelensky,PERSON,,,PERSON
108,russias,NORP,,,NORP
108,largescale,NORP,NULL,,NULL
108,ukraine,GPE,,,GPE
108,russias,NORP,GPE,,GPE
108,russians,NORP,,,NORP
108,zelenskyyua,PERSON,,,PERSON
108,ukraines,GPE,,,GPE
108,kharkiv,GPE,,,GPE
108,taz ali,GPE,,,GPE
108,ukraines,GPE,,,GPE
108,kharkiv,GPE,,,GPE
108,russias,NORP,,,NORP
108,oleh syniehubov,PERSON,,,PERSON
108,ukraine,GPE,,,GPE
108,ukraine,GPE,,,GPE
108,russian,NORP,,,NORP
108,taz ali,PERSON,,,PERSON
108,ukrainian,NORP,,,NORP
108,yulia svyrydenko,PERSON,,,PERSON
108,russian,NORP,,,NORP
108,energy facility,FAC,,,FAC
108,volodymyr zelensky,PERSON,,,PERSON
108,kyiv,GPE,,,GPE
108,mykola kalashnyk,PERSON,,,PERSON
108,poltava,GPE,,,GPE
108,ukrainian,NORP,,,NORP
108,dtek,ORG,,,ORG
108,thermal power plant,FAC,,,FAC
108,kyiv,GPE,,,GPE
108,russian,NORP,,,NORP
108,taz ali power,ORG,NULL,,NULL
108,kyiv,GPE,,,GPE
108,russian,NORP,,,NORP
108,ukrainian,NORP,,,NORP
108,energy company,ORG,,,ORG
108,kyiv,GPE,,,GPE
108,svitlana hrynchuk,PERSON,,,PERSON
108,russia,GPE,,,GPE
108,ukraine,GPE,,,GPE
108,russia,GPE,,,GPE
108,russian,NORP,,,NORP
108,kyiv,GPE,,,GPE
108,russian,NORP,,,NORP
108,mig31,PRODUCT,,,PRODUCT
108,ukraine,GPE,,,GPE
108,moscow,GPE,,,GPE
108,taz ali,PERSON,,,PERSON
108,russian,NORP,,,NORP
108,mig31,PRODUCT,,,PRODUCT
108,lipetsk,GPE,,,GPE
108,ukraine,GPE,,,GPE
108,the russian defence ministry,ORG,,,ORG
108,russias tass news agency,ORG,,,ORG
108,russia,GPE,,,GPE
108,ukraine,GPE,,,GPE
108,lipetsk,GPE,,,GPE
108,ukraines,GPE,,,GPE
108,mig31,PRODUCT,,,PRODUCT
108,kinzhal hypersonic missile,PRODUCT,,,PRODUCT
108,trump,PERSON,,,PERSON
108,daniel keane maria corina machado,PERSON,NULL,,NULL
108,latin america,LOC,,,LOC
108,ms machado,PERSON,,,PERSON
108,the norwegian nobel committee,ORG,,,ORG
108,oslo,GPE,,,GPE
108,venezuelan,NORP,,,NORP
108,be,PERSON,,,PERSON
108,venezuela,GPE,,,GPE
108,the norwegian nobel committee,ORG,,,ORG
108,trump,PERSON,,,PERSON
108,trump,PERSON,,,PERSON
108,chinese airline,ORG,,,ORG
108,russia,GPE,,,GPE
108,us,GPE,,,GPE
108,daniel keane donald trump,PERSON,NULL,,NULL
108,chinese airline,ORG,,,ORG
108,russia,GPE,,,GPE
108,us,GPE,,,GPE
108,we airline,ORG,NULL,,NULL
108,chinese,NORP,,,NORP
108,russian,NORP,,,NORP
108,washington,GPE,,,GPE
108,us,GPE,,,GPE
108,ukraine,GPE,,,GPE
108,ukraine,GPE,,,GPE
108,russian,NORP,,,NORP
108,daniel keane,PERSON,,,PERSON
108,ukraine,GPE,,,GPE
108,ukraine,GPE,,,GPE
108,russian,NORP,,,NORP
108,the russian militaryindustrial complex,FAC,NULL,,NULL
108,oleksandr syrskyi,PERSON,,,PERSON
108,russia,GPE,,,GPE
108,sweden,GPE,,,GPE
108,antidrone,PRODUCT,NULL,,NULL
108,russia,GPE,,,GPE
108,daniel keane,PERSON,,,PERSON
108,sweden,GPE,,,GPE
108,antidrone,PRODUCT,NULL,,NULL
108,european,NORP,,,NORP
108,ukraine,GPE,,,GPE
108,europe,LOC,,,LOC
108,russia,GPE,,,GPE
108,pal jonson,PERSON,,,PERSON
108,nordic,NORP,,,NORP
108,nato,ORG,,,ORG
108,russia,GPE,,,GPE
108,trump,PERSON,,,PERSON
108,daniel keane,PERSON,,,PERSON
108,kremlin,ORG,FAC,,FAC
108,donald trump,PERSON,,,PERSON
108,oslo,GPE,,,GPE
108,uk,NORP,,,NORP
108,trump,PERSON,,,PERSON
108,gaza,GPE,,,GPE
108,israel,GPE,,,GPE
108,hamas state news agency,ORG,,,ORG
108,tass,ORG,,,ORG
108,kremlin,ORG,FAC,,FAC
108,yuri ushakov,PERSON,,,PERSON
108,russia,GPE,,,GPE
108,trump,PERSON,,,PERSON
108,ukrainian,NORP,,,NORP
108,volodymyr zelensky,PERSON,,,PERSON
108,kyiv,ORG,GPE,,GPE
108,trump,PERSON,,,PERSON
108,zelensky,PERSON,,,PERSON
108,russia,GPE,,,GPE
108,daniel keane,PERSON,,,PERSON
108,ukrainian,NORP,,,NORP
108,volodymyr zelensky,PERSON,,,PERSON
108,russia,GPE,,,GPE
108,the energy sector,ORG,,,ORG
108,russian,NORP,,,NORP
108,kyiv,GPE,,,GPE
108,daniel keane,PERSON,,,PERSON
108,russian,NORP,,,NORP
108,kyiv,GPE,,,GPE
108,russian,NORP,,,NORP
108,ukraine,GPE,,,GPE
108,arpan rai,GPE,,,GPE
108,russian,NORP,,,NORP
108,kyiv,GPE,,,GPE
108,zaporizhzhia,GPE,,,GPE
108,kyiv,GPE,,,GPE
108,vitali klitschko,PERSON,,,PERSON
108,the east bank,LOC,,,LOC
108,the dnipro river,LOC,,,LOC
108,russian,NORP,,,NORP
108,kyiv,GPE,,,GPE
108,russian,NORP,,,NORP
108,ukrainian,NORP,,,NORP
108,authority,ORG,NULL,,NULL
108,authority,ORG,NULL,,NULL
108,kyiv,GPE,,,GPE
108,russian,NORP,,,NORP
108,ukrainian,NORP,,,NORP
108,kyiv,GPE,,,GPE
108,vitali klitschko,PERSON,,,PERSON
108,the dnipro river,LOC,,,LOC
108,putin,PERSON,,,PERSON
108,russian,NORP,,,NORP
108,azerbaijan airlines,ORG,,,ORG
108,arpan rai,GPE,,,GPE
108,russian,NORP,,,NORP
108,vladimir putin,PERSON,,,PERSON
108,azerbaijan airlines,ORG,,,ORG
108,kazakhstan,GPE,,,GPE
108,putin,PERSON,,,PERSON
108,azerbaijan,NORP,,,NORP
108,ilham aliev,PERSON,,,PERSON
108,tajikistan,GPE,,,GPE
108,dushanbe,GPE,,,GPE
108,soviet,NORP,,,NORP
108,russian,NORP,,,NORP
108,give,PERSON,NULL,,NULL
108,putin,PERSON,,,PERSON
108,putin,PERSON,,,PERSON
108,russia,GPE,,,GPE
108,kyiv,GPE,,,GPE
108,russia,GPE,,,GPE
108,arpan rai rescue service,ORG,NULL,,NULL
108,kyiv,GPE,,,GPE
108,tymur tkachenko,PERSON,,,PERSON
108,kyivs military administration,ORG,,,ORG
108,pecherskyi,GPE,,,GPE
108,russia,GPE,,,GPE
108,ukraine,GPE,,,GPE
108,kyiv,GPE,,,GPE
108,the capital chp plant,FAC,,,FAC
108,sumy region,GPE,,,GPE
108,zaporizhzhia,GPE,,,GPE
108,russia,GPE,,,GPE
108,trump,PERSON,,,PERSON
108,arpan rai,GPE,PERSON,,PERSON
108,us,GPE,,,GPE
108,donald trump,PERSON,,,PERSON
108,russia,GPE,,,GPE
108,trump,PERSON,,,PERSON
108,the white house,FAC,,,FAC
108,russia,GPE,,,GPE
108,trump,PERSON,,,PERSON
108,finnish,NORP,,,NORP
108,alexander stubb,PERSON,,,PERSON
108,trump,PERSON,,,PERSON
108,the united states,GPE,,,GPE
108,europe,LOC,,,LOC
108,europe,LOC,,,LOC
108,trump,PERSON,,,PERSON
108,trump,PERSON,,,PERSON
108,chinese airline,ORG,,,ORG
108,russia,GPE,,,GPE
108,us,GPE,,,GPE
108,arpan rai,PERSON,,,PERSON
108,trump,PERSON,,,PERSON
108,chinese airline,ORG,,,ORG
108,russia,GPE,,,GPE
108,the united states,GPE,,,GPE
108,american carrier,ORG,,,ORG
108,we airline,ORG,,,ORG
108,chinese carrier,ORG,,,ORG
108,russia,GPE,,,GPE
108,the us transportation department,ORG,,,ORG
108,usdot,ORG,NULL,,NULL
108,chinese,NORP,,,NORP
108,we,ORG,,,ORG
108,chinese,NORP,,,NORP
108,russia,GPE,,,GPE
108,we airline,ORG,,,ORG
108,washington,GPE,,,GPE
108,russian,NORP,,,NORP
108,us,GPE,,,GPE
108,ukraine,GPE,,,GPE
108,ukraines zaporizhzhia nuclear plant,FAC,,,FAC
108,arpan rai,PERSON,,,PERSON
108,russianheld,NORP,NULL,,NULL
108,zaporizhzhia nuclear power plant,FAC,,,FAC
108,ukraine,GPE,,,GPE
108,the un nuclear watchdog,ORG,NULL,,NULL
108,europe large nuclear power plant,FAC,,,FAC
108,rafael grossi,PERSON,,,PERSON
108,the international atomic energy agency,ORG,,,ORG
108,ukraine,GPE,,,GPE
108,russia,GPE,,,GPE
108,grossi,PERSON,,,PERSON
108,iaea,ORG,,,ORG
108,the zaporizhzhia nuclear power plant,FAC,,,FAC
108,russian,NORP,,,NORP
108,europe,LOC,,,LOC
108,kremlin,GPE,FAC,,FAC
108,ukraine,GPE,,,GPE
108,starmer,PERSON,,,PERSON
108,modi,PERSON,,,PERSON
108,ukraine,GPE,,,GPE
108,facetoface,GPE,NULL,,NULL
108,arpan rai,PERSON,,,PERSON
108,keir starmer,PERSON,,,PERSON
108,narendra modi,PERSON,,,PERSON
108,india,GPE,,,GPE
108,ukraine,GPE,,,GPE
108,keir,PERSON,,,PERSON
108,india,GPE,,,GPE
108,the un security council,ORG,,,ORG
108,indian,NORP,,,NORP
108,russias,NORP,,,NORP
108,vladimir putin,PERSON,,,PERSON
108,ukraine,GPE,,,GPE
108,mumbai,GPE,,,GPE
108,starmer,GPE,,,GPE
108,modi,PERSON,,,PERSON
108,ukraine,GPE,,,GPE
108,oil,GPE,PRODUCT,,PRODUCT
108,facetoface,GPE,NULL,,NULL
108,russianoccupied,NORP,NULL,,NULL
108,ukraine,GPE,,,GPE
108,arpan rai,GPE,,,GPE
108,ukrainian,NORP,,,NORP
108,russianoccupied,NORP,NULL,,NULL
108,kyivs,NORP,GPE,,GPE
108,volodymyr zelenskys,PERSON,,,PERSON
108,russia,GPE,,,GPE
108,russianoccupie,GPE,NULL,,NULL
108,ukraine,GPE,,,GPE
108,andriy yermak yermak,PERSON,NULL,,NULL
108,russian,NORP,,,NORP
108,russiainstalled authority,ORG,,,ORG
108,russian,NORP,,,NORP
108,occupy area,LOC,NULL,,NULL
108,ukrainian,NORP,,,NORP
108,ukraine,GPE,,,GPE
108,russia,GPE,,,GPE
108,russia,GPE,,,GPE
108,belarus,GPE,,,GPE
108,yale school of public health research,ORG,,,ORG
108,kyiv,GPE,,,GPE
108,russia,GPE,,,GPE
108,arpan rai,GPE,PERSON,,PERSON
108,russia bombard,GPE,,,GPE
108,kyiv,ORG,GPE,,GPE
108,largescale,NORP,NULL,,NULL
108,arpan rai,GPE,,,GPE
108,russian,NORP,,,NORP
108,central kyiv,LOC,,,LOC
108,capital,GPE,NULL,,NULL
108,kyiv city,GPE,,,GPE
108,military administration,ORG,,,ORG
108,tymur tkachenko,PERSON,,,PERSON
108,kyiv,GPE,,,GPE
108,vitali klitschko,PERSON,,,PERSON
108,the east bank,LOC,,,LOC
108,the dnipro river,LOC,,,LOC
108,svitlana grynchuk,PERSON,,,PERSON
108,russian,NORP,,,NORP
108,grynchuk,PERSON,,,PERSON
108,facebook,ORG,,,ORG
108,putin,PERSON,,,PERSON
108,central asia,LOC,,,LOC
108,tajikistan,GPE,,,GPE
108,maira,PERSON,,,PERSON
108,butt,PERSON,,,PERSON
108,russian,NORP,,,NORP
108,vladimir putin,PERSON,,,PERSON
108,tajikistan,GPE,,,GPE
108,moscow india,GPE,,,GPE
108,russias fighter jet,PRODUCT,,,PRODUCT
108,ukrainian,NORP,,,NORP
108,maira butt,PERSON,,,PERSON
108,russian,NORP,,,NORP
108,indian,NORP,,,NORP
108,delhi,GPE,,,GPE
108,mumbai,GPE,,,GPE
108,be,GPE,NULL,,NULL
108,russia,GPE,,,GPE
108,kyivbase,ORG,,,ORG
108,arpan rai,GPE,PERSON,,PERSON
108,india,GPE,,,GPE
108,russias,NORP,,,NORP
108,putin,PERSON,,,PERSON
108,russia,GPE,,,GPE
108,azerbaijan airlines,ORG,,,ORG
108,102,PERSON,,,PERSON
108,maira butt putin,PERSON,,,PERSON
108,russia,GPE,,,GPE
108,putin,PERSON,,,PERSON
108,zelensky,PERSON,,,PERSON
108,maira butt,PERSON,,,PERSON
108,vladimir putin,PERSON,,,PERSON
108,ukraine,GPE,,,GPE
108,volodymyr zelensky,PERSON,,,PERSON
108,russia,GPE,,,GPE
108,zelensky,PERSON,,,PERSON
108,putin,PERSON,,,PERSON
108,war,EVENT,,,EVENT
108,zelensky,PERSON,,,PERSON
108,ukraine,GPE,,,GPE
108,trump,PERSON,,,PERSON
108,zelensky,PERSON,,,PERSON
108,maira,PERSON,,,PERSON
108,butt,PERSON,,,PERSON
108,ukrainian,NORP,,,NORP
108,volodymyr zelensky,PERSON,,,PERSON
108,kyiv,ORG,GPE,,GPE
108,donald trump,PERSON,,,PERSON
108,tomahawk missile,PRODUCT,,,PRODUCT
108,ukraine,GPE,,,GPE
108,russia,GPE,,,GPE
108,trump,PERSON,,,PERSON
108,the un general assembly,FAC,,,FAC
108,zelensky,PERSON,,,PERSON
108,trump,PERSON,,,PERSON
108,ukrainian,NORP,,,NORP
108,ukraine,NORP,,,NORP
108,ukrainian,NORP,,,NORP
108,odesa,GPE,,,GPE
108,maira,PERSON,,,PERSON
108,butt,PERSON,,,PERSON
108,ukrainian,NORP,,,NORP
108,wartorn,GPE,NULL,,NULL
108,sumo,GPE,,,GPE
108,maira,PERSON,,,PERSON
108,butt,PERSON,,,PERSON
108,ukrainian,NORP,,,NORP
108,wartorn,GPE,NULL,,NULL
108,sumo,GPE,,,GPE
108,russian,NORP,,,NORP
108,ukraine chernihiv,GPE,,,GPE
108,maira,PERSON,,,PERSON
108,butt,PERSON,,,PERSON
108,russian,NORP,,,NORP
108,ukraine,GPE,,,GPE
108,chernihiv,GPE,,,GPE
108,vyacheslav chaus,PERSON,,,PERSON
108,facebook,ORG,,,ORG
108,the national energy company,ORG,,,ORG
108,ukraine,GPE,,,GPE
108,ukraine,GPE,,,GPE
108,chernihiv,GPE,,,GPE
108,the local power company,ORG,,,ORG
108,holly bishop,PERSON,,,PERSON
108,russian,NORP,,,NORP
108,ukraine,GPE,,,GPE
108,chernihiv,GPE,,,GPE
108,indian,NORP,,,NORP
108,russian,NORP,,,NORP
108,ukrainian,NORP,,,NORP
108,kyiv,PERSON,GPE,,GPE
108,maira,PERSON,,,PERSON
108,indian,NORP,,,NORP
108,russian,NORP,,,NORP
108,ukrainian,NORP,,,NORP
108,kyiv,PERSON,GPE,,GPE
108,the 63rd mechanised brigade,ORG,,,ORG
108,the ukrainian army,ORG,,,ORG
108,telegram,ORG,,,ORG
108,majoti sahil mohame hussein,PERSON,,,PERSON
108,morbi,GPE,,,GPE
108,gujarat,GPE,,,GPE
108,namita singh,PERSON,,,PERSON
108,indian,NORP,,,NORP
108,russian,NORP,,,NORP
108,ukrainian,NORP,,,NORP
108,kyiv,PERSON,GPE,,GPE
108,russia,GPE,,,GPE
108,russianowne oil company,ORG,,,ORG
108,serbia,GPE,,,GPE
108,maira,GPE,PERSON,,PERSON
108,butt,PERSON,,,PERSON
108,the united states,GPE,,,GPE
108,serbias,GPE,,,GPE
108,russianowne oil company,ORG,NULL,,NULL
